FileName,CWrotations,CCWrotations,Thrusts,WorldWraps,FortressCollisions,fortressDestructions,shipDeaths,Total,Points,Velocity,Control,Speed,Bpnt,Bmis,WorldWrapper,delWorldWrapper,discrete_thrusts,discrete_CWrotations,discrete_CCWrotations,Constant_Accelerations,cumulativeDistanceX,varianceX
001/p001-key-9.gam,772,251,777,3,3,1,4,300,-576,-224,860,240,1,0,0,0,267,126,58,0,381557.61194706,9153.64632189234
002/p002-joy-1.gam,746,1078,825,59,6,0,4,-3375,-942,-812,-1331,-290,2,0,1,0,60,63,74,0,346893.489868451,18564.9660824491
002/p002-joy-10.gam,744,675,898,34,13,0,6,-2783,-1686,-476,-391,-230,1,0,1,1,80,92,92,0,323023.488547145,11387.0020808335
002/p002-joy-2.gam,683,909,216,49,3,0,6,-3370,-1530,-644,-946,-250,1,0,4,1,31,80,78,0,377849.153648591,17157.9852871459
002/p002-joy-3.gam,832,850,775,60,2,0,5,-3688,-1376,-546,-1326,-440,0,0,4,0,52,74,62,2,336079.60436143,17029.761377414
002/p002-joy-4.gam,508,724,615,52,6,0,4,-3120,-1006,-924,-1070,-120,1,0,1,1,57,68,75,0,343927.964205074,16057.4229313424
002/p002-joy-5.gam,558,518,461,46,8,0,9,-3886,-2250,-588,-798,-250,0,0,4,1,49,64,55,0,273038.182286144,12898.1438447827
002/p002-joy-6.gam,468,734,473,39,10,0,8,-3471,-2278,-266,-547,-380,0,0,2,2,57,68,65,0,330031.724780177,14673.0205951926
002/p002-joy-7.gam,554,664,528,45,4,0,7,-3535,-1818,-784,-803,-130,0,0,2,0,61,69,77,0,293980.389189474,15347.7288775108
002/p002-joy-8.gam,799,730,1008,35,6,0,7,-2667,-1758,-378,-411,-120,1,0,0,0,88,84,79,0,379067.453725163,13451.0684534014
002/p002-joy-9.gam,482,567,603,29,5,0,10,-2640,-2528,70,-92,-90,0,0,0,0,63,75,74,0,291811.897564358,10191.6231128104
002/p002-key-1.gam,599,308,815,19,5,0,5,-1736,-1190,-448,202,-300,1,0,0,0,157,104,57,0,407215.850039123,12080.4804687524
002/p002-key-10.gam,614,282,820,5,5,0,4,-434,-1076,-168,780,30,1,0,0,0,136,104,55,0,429206.634464581,8891.57656027919
002/p002-key-2.gam,515,389,681,19,7,0,8,-2264,-2278,-56,240,-170,2,0,0,0,127,69,81,0,345820.421785033,11044.6049073229
002/p002-key-3.gam,625,418,963,12,9,0,8,-2489,-2274,-434,459,-240,0,0,0,0,149,99,74,0,375555.471943991,10847.9190871898
002/p002-key-4.gam,398,490,810,13,4,0,4,-625,-928,-280,413,170,0,0,0,0,127,62,91,0,372773.246234382,11781.735438831
002/p002-key-5.gam,388,490,727,5,13,0,7,-914,-1690,-42,728,90,0,0,0,0,143,60,87,0,339901.568481977,8725.45921070567
002/p002-key-6.gam,525,308,468,13,2,0,5,-399,-1178,196,403,180,0,0,3,2,78,88,57,0,359480.719699269,12385.0587624853
002/p002-key-7.gam,592,347,721,8,3,1,7,-1043,-1486,-98,661,-120,0,0,1,1,113,97,59,0,394241.432774764,10025.1783735597
002/p002-key-8.gam,579,362,923,10,6,1,5,-788,-1222,-280,544,170,1,0,0,0,139,97,63,0,414511.098063454,10191.2083094314
002/p002-key-9.gam,535,413,895,23,11,1,5,-1268,-1298,0,40,-10,0,0,0,0,132,87,78,0,350355.696132247,10538.4861580855
003/p003-joy-1.gam,602,721,352,55,5,0,6,-4190,-1630,-910,-1170,-480,0,0,6,1,44,82,62,0,314135.096454516,15578.9277550934
003/p003-joy-10.gam,563,623,546,39,1,1,2,-1762,-506,-504,-642,-110,2,1,2,1,64,71,79,0,284874.502782856,13740.1084326508
003/p003-joy-2.gam,459,551,234,38,2,0,3,-1902,-996,-28,-628,-250,0,0,6,0,24,81,59,0,459400.743692064,15040.7546633659
003/p003-joy-3.gam,414,562,402,40,6,0,4,-3950,-2106,-896,-658,-290,0,0,5,1,39,68,61,0,467856.05201922,14720.7453547213
003/p003-joy-4.gam,505,693,827,59,7,0,4,-3642,-898,-952,-1312,-480,2,0,5,0,46,82,78,2,312891.78647085,15328.7454761108
003/p003-joy-5.gam,503,615,442,51,6,0,3,-2633,-700,-616,-1067,-250,3,0,5,1,42,79,65,0,190297.411317289,12848.0311548935
003/p003-joy-6.gam,492,594,455,54,1,0,3,-2711,-656,-714,-1191,-150,1,0,9,1,44,68,64,0,242148.150656273,15553.4628856583
003/p003-joy-7.gam,520,564,380,44,4,1,2,-2056,-778,-294,-864,-120,0,1,4,1,39,90,70,0,293739.949851372,16544.9691287959
003/p003-joy-8.gam,471,505,550,32,2,1,3,-1924,-1238,-266,-390,-30,1,0,1,0,61,72,63,0,412431.737485245,15667.4432724772
003/p003-joy-9.gam,638,631,477,43,1,2,1,-850,262,-378,-794,60,3,0,2,0,56,91,76,0,305289.363433935,16515.7175992923
003/p003-key-1.gam,619,252,778,13,1,1,1,-598,-404,-756,292,270,0,1,0,0,141,138,50,0,379775.083954198,12974.0350015779
003/p003-key-10.gam,616,167,456,6,1,4,4,133,-918,224,597,230,2,0,0,0,100,134,40,0,371841.557012915,10651.0741723974
003/p003-key-2.gam,618,322,406,18,3,4,2,-513,-516,-182,175,10,1,1,1,1,75,141,73,0,375692.2658684,13042.2054812353
003/p003-key-3.gam,701,208,687,6,0,2,3,517,-161,-266,694,250,1,0,0,0,119,157,42,0,417377.725890637,8175.76277310324
003/p003-key-4.gam,649,239,511,6,1,3,3,815,-456,126,705,440,2,1,0,0,92,156,46,0,370718.027444222,10103.8878701722
003/p003-key-5.gam,545,270,459,9,2,3,2,565,-302,238,559,70,2,1,0,0,97,131,46,0,310717.976572571,9517.15440693003
003/p003-key-6.gam,597,351,557,24,1,3,2,-315,4,-364,-65,110,1,2,0,0,105,114,53,0,358956.437613576,13904.6904929565
003/p003-key-7.gam,647,208,478,18,0,3,2,-54,-244,-28,138,80,2,2,1,0,95,120,43,0,422953.669633364,13641.4599229662
003/p003-key-8.gam,560,161,339,9,1,3,3,454,-750,448,476,280,0,2,1,1,87,138,35,0,476403.207663167,12932.169421204
003/p003-key-9.gam,589,238,503,7,2,4,2,991,-24,42,653,320,2,3,0,0,108,128,47,0,380242.917946568,9306.98577513026
004/p004-joy-1.gam,1590,740,1163,46,8,0,4,-2368,-804,-770,-854,60,2,0,1,0,59,96,49,2,362334.725797138,14803.2962573076
004/p004-joy-10.gam,1509,1101,3172,40,17,0,3,-1702,-379,-952,-621,250,3,2,0,0,34,93,83,3,382804.56692943,12912.4505330024
004/p004-joy-2.gam,965,575,725,39,6,0,6,-2009,-1110,-476,-543,120,3,0,3,0,62,96,53,0,364877.042463479,15316.9039685926
004/p004-joy-3.gam,759,507,532,41,5,0,6,-2084,-1376,-238,-620,150,1,0,2,0,65,97,57,1,417919.597139317,13344.0110535202
004/p004-joy-4.gam,1331,744,1653,56,10,0,4,-2888,-820,-882,-1246,60,2,0,0,0,84,95,68,1,408706.813609185,16354.164167691
004/p004-joy-5.gam,1380,850,1478,44,12,0,4,-1868,-452,-770,-756,110,5,0,1,0,67,100,80,1,336285.452362741,13886.7877873321
004/p004-joy-6.gam,1562,838,2321,42,13,0,5,-2087,-810,-700,-707,130,3,1,0,0,75,99,68,10,404962.429969344,14205.7836172793
004/p004-joy-7.gam,1786,807,2616,51,14,0,3,-2015,-90,-994,-991,60,5,0,0,0,58,95,64,4,395956.348759283,14351.7117776102
004/p004-joy-8.gam,1750,849,3170,70,13,0,3,-2495,-254,-882,-1719,360,4,1,0,0,31,84,71,0,366651.510320635,16986.3340947913
004/p004-joy-9.gam,1370,1122,2061,42,14,0,4,-1918,-602,-812,-664,160,2,2,1,1,57,91,87,1,334097.040416952,12088.2672735643
004/p004-key-1.gam,703,336,764,43,9,0,6,-3136,-1600,-546,-690,-300,0,0,0,0,109,97,40,1,360984.12446425,13717.5431942721
004/p004-key-10.gam,1187,1174,2206,46,17,0,5,-2821,-1194,-826,-871,70,2,0,1,1,107,112,111,6,418646.805921694,13732.6775352201
004/p004-key-2.gam,740,303,685,40,6,0,6,-2914,-1506,-630,-578,-200,0,0,1,0,89,85,35,0,335384.347449137,14399.800398171
004/p004-key-3.gam,871,575,434,53,4,0,5,-2914,-1315,-616,-1123,140,0,0,4,1,53,89,68,0,364600.550425216,17180.0008260177
004/p004-key-4.gam,584,968,530,47,6,0,3,-2661,-1070,-700,-871,-20,0,0,4,0,65,75,97,0,420774.649952682,14860.6806029463
004/p004-key-5.gam,1039,780,626,57,9,0,4,-3688,-1428,-826,-1284,-150,1,0,4,0,76,105,89,0,408920.23781051,18124.3807152836
004/p004-key-6.gam,1157,842,896,52,7,0,5,-3284,-1691,-812,-1071,290,1,0,6,0,76,94,76,0,275119.012265066,16351.1547281606
004/p004-key-7.gam,1377,1049,1384,49,8,0,4,-2769,-796,-868,-955,-150,2,1,3,0,103,93,85,3,382060.71312744,14121.759926593
004/p004-key-8.gam,1279,1146,1928,40,18,0,5,-2840,-1158,-1036,-646,0,2,0,1,0,103,107,99,5,291442.771899797,10217.7781419345
004/p004-key-9.gam,1256,1109,2064,46,10,0,7,-3708,-1584,-910,-884,-330,4,0,0,0,105,99,75,2,350330.063376617,14406.6678074519
006/p006-joy-1.gam,919,395,1200,18,6,0,4,-1960,-976,-826,232,-390,1,0,0,0,120,123,43,3,398601.206144655,11224.158442886
006/p006-joy-10.gam,687,220,849,22,8,0,4,-1690,-1430,-336,46,30,0,0,0,0,113,121,57,0,382513.443359394,10262.2066031337
006/p006-joy-2.gam,1067,572,1160,17,4,0,6,-1979,-1492,-532,265,-220,1,0,0,0,143,148,87,0,378264.406044839,11435.6562941729
006/p006-joy-3.gam,1250,684,1700,16,13,0,3,-1251,-600,-938,267,20,0,0,0,0,141,165,97,0,338742.974964145,9555.7180173142
006/p006-joy-4.gam,1015,479,1016,20,6,0,5,-1852,-1332,-728,118,90,2,0,0,0,134,167,84,0,303912.403873726,11725.1695703788
006/p006-joy-5.gam,935,414,1032,18,7,0,4,-1929,-970,-840,191,-310,2,0,0,0,151,159,76,0,369963.702490805,10645.986449596
006/p006-joy-6.gam,937,269,1078,15,4,0,3,-1795,-1064,-756,375,-350,1,0,0,0,158,164,53,0,342750.086260896,8940.37568011338
006/p006-joy-7.gam,806,323,788,10,7,0,6,-1049,-1248,-350,499,50,3,0,0,0,128,141,78,0,373061.140031288,9381.92143180356
006/p006-joy-8.gam,760,217,673,11,3,0,5,-280,-984,14,580,110,2,0,0,0,111,119,43,0,395550.899447302,6947.60513145083
006/p006-joy-9.gam,760,244,821,9,5,0,5,-1268,-1420,-406,548,10,1,0,0,0,122,117,45,0,325285.229368913,8917.85089875185
006/p006-key-1.gam,813,147,992,13,4,0,2,-175,134,-658,369,-20,4,0,0,0,195,169,33,0,372389.490439464,10869.5190431447
006/p006-key-10.gam,785,134,825,4,6,1,2,298,-410,-378,846,240,2,1,0,0,120,125,29,0,358417.760832635,8129.21242796987
006/p006-key-2.gam,933,175,1195,11,5,0,1,-180,218,-910,482,30,4,0,1,0,184,162,39,0,396788.270397049,10377.8519113818
006/p006-key-3.gam,1162,306,1898,5,11,0,3,-436,-288,-994,846,0,4,0,0,0,136,153,40,2,392811.146210829,6346.09723237608
006/p006-key-4.gam,924,131,1215,4,4,0,2,-26,-266,-756,816,180,4,0,0,0,154,154,25,0,384763.151357025,7323.16676649382
006/p006-key-5.gam,888,225,1205,0,7,0,3,337,-218,-700,945,310,4,0,0,0,167,133,46,0,408782.544101979,9007.74766004087
006/p006-key-6.gam,774,142,845,7,3,1,2,160,-384,-336,720,160,2,0,0,0,138,134,28,0,366103.514576715,7889.33730043005
006/p006-key-7.gam,722,193,837,13,3,0,1,-344,-306,-742,394,310,4,0,0,0,124,134,43,0,408761.582804916,11942.7093572004
006/p006-key-8.gam,953,222,1105,4,5,0,3,107,-606,-630,883,460,1,0,0,0,153,151,37,0,397111.009452356,6054.10495354615
006/p006-key-9.gam,799,185,941,5,6,0,1,745,-48,-532,715,610,3,0,0,0,154,138,40,0,370757.92164408,9669.21212308096
007/p007-joy-1.gam,495,222,93,34,2,0,7,-3079,-2793,252,-408,-130,0,0,12,2,24,68,28,0,306117.492606339,14017.2593044434
007/p007-joy-10.gam,491,241,189,18,2,0,6,-738,-1912,770,144,260,0,0,3,1,52,82,41,0,414115.049082019,11736.8514384621
007/p007-joy-2.gam,475,275,162,17,4,1,6,61,-1188,840,189,220,1,0,4,1,39,66,39,0,407317.455884703,14036.3744614544
007/p007-joy-3.gam,518,201,126,31,2,1,4,-2201,-1840,182,-303,-240,0,0,9,1,31,65,24,0,452082.482166777,15820.2338872303
007/p007-joy-4.gam,514,320,188,24,2,1,4,-2104,-1968,-56,-90,10,1,0,4,0,43,67,39,0,377017.566461173,15823.3329575044
007/p007-joy-5.gam,392,220,173,9,1,0,7,-1096,-2714,910,528,180,0,0,1,1,49,71,38,0,362835.254448853,11722.6728376464
007/p007-joy-6.gam,406,226,271,11,1,1,4,-425,-1485,434,406,220,0,0,0,0,62,74,35,0,447293.18360162,13775.628063847
007/p007-joy-7.gam,569,136,242,18,4,1,5,-594,-1542,434,154,360,0,0,1,0,57,97,27,0,437104.331137689,16010.7541057647
007/p007-joy-8.gam,433,94,206,3,1,2,2,1850,-168,868,610,540,0,0,0,0,60,76,22,0,390905.841420639,13677.8995404521
007/p007-joy-9.gam,534,143,256,11,4,2,6,9,-1370,644,435,300,0,0,1,0,68,89,32,0,371592.598377341,12799.9891435693
007/p007-key-1.gam,459,182,309,18,1,0,6,-1307,-1646,182,197,-40,0,1,0,0,89,99,26,0,335670.654951142,12880.1230425378
007/p007-key-10.gam,374,331,228,16,0,1,4,6,-808,392,252,170,3,0,3,1,76,78,57,0,375183.920659237,13025.1088612117
007/p007-key-2.gam,510,526,310,44,5,0,5,-2677,-1268,-308,-821,-280,0,0,3,0,59,75,50,0,459833.889044162,18671.0376622169
007/p007-key-3.gam,535,279,57,23,1,0,3,154,-782,574,-58,420,0,1,6,2,18,72,54,0,347886.087163465,16063.5075232512
007/p007-key-4.gam,420,189,134,15,1,0,5,110,-1414,1008,226,290,2,1,2,1,45,77,35,0,452190.110544416,15795.7670120013
007/p007-key-5.gam,378,297,233,16,0,0,3,246,-622,448,200,220,3,0,3,2,62,75,50,0,379063.189435712,13602.2283322066
007/p007-key-6.gam,386,337,144,13,3,1,5,-341,-1705,938,326,100,2,0,4,3,51,79,58,0,391465.571542022,12615.4930156542
007/p007-key-7.gam,483,277,95,23,3,1,5,-445,-1437,966,16,10,3,0,4,1,31,86,51,0,317118.741781459,13080.3802294764
007/p007-key-8.gam,451,393,184,25,2,2,4,-539,-896,266,-89,180,1,0,2,0,58,94,44,0,381940.854757422,14223.0426959647
007/p007-key-9.gam,557,338,142,34,3,0,6,-2999,-2326,-112,-461,-100,0,0,5,1,45,83,58,0,348920.342628145,17718.3258016709
008/p008-joy-1.gam,869,602,1631,19,22,0,6,-2316,-1787,-714,165,20,2,0,0,0,179,128,74,1,374214.081897213,8882.13699094007
008/p008-joy-10.gam,850,610,1141,26,11,0,4,-3425,-2270,-798,-97,-260,1,2,1,0,119,105,69,0,360130.247645809,10161.6361264036
008/p008-joy-2.gam,990,796,2275,14,27,0,6,-2114,-1829,-896,351,260,3,1,0,0,138,116,88,6,417765.592482445,8539.45996917474
008/p008-joy-3.gam,792,634,1996,13,29,0,5,-1960,-1636,-840,396,120,2,1,0,0,148,94,85,3,371004.629665135,6924.05264882543
008/p008-joy-4.gam,696,437,832,19,5,2,3,-1518,-1028,-546,166,-110,2,2,2,1,128,108,58,0,372627.573863848,12959.3985199674
008/p008-joy-5.gam,972,400,1359,17,13,1,4,-1484,-1152,-812,260,220,1,2,0,0,162,123,54,1,347843.747169119,8700.75942272267
008/p008-joy-6.gam,884,641,1921,18,21,0,4,-1083,-890,-826,253,380,2,2,0,0,135,101,70,2,401738.762149569,8196.50750286563
008/p008-joy-7.gam,798,701,1609,14,24,1,5,-1786,-1572,-756,342,200,1,2,1,0,136,105,84,3,347509.122136164,7828.17329764403
008/p008-joy-8.gam,878,619,1124,29,14,2,5,-2931,-1946,-826,-209,50,3,2,1,0,138,107,76,0,451716.276138803,11036.3403769433
008/p008-joy-9.gam,818,573,1196,22,16,2,3,-1999,-1193,-784,38,-60,3,1,0,0,149,122,59,0,478478.364531153,11094.802401544
008/p008-key-1.gam,745,249,835,10,6,2,2,-1038,-1066,-518,476,70,2,2,0,0,274,191,62,0,403810.765697105,10999.4196691629
008/p008-key-10.gam,857,125,865,4,7,7,1,2367,792,-154,889,840,2,3,0,0,226,217,30,0,419518.139559459,6148.64442917505
008/p008-key-2.gam,863,253,760,13,6,4,3,-711,-982,-280,491,60,1,3,0,0,192,188,46,0,395957.198062043,9599.49287550498
008/p008-key-3.gam,824,239,860,5,10,6,3,1718,493,-126,831,520,2,1,1,0,215,182,59,0,420147.861388967,7330.6838119126
008/p008-key-4.gam,789,293,770,6,8,4,3,950,-122,28,714,330,1,2,2,1,208,182,57,0,437735.753488176,9632.98151703252
008/p008-key-5.gam,829,223,709,5,5,6,3,722,-648,42,888,440,2,2,0,0,193,180,45,0,389123.209508341,7168.48535091309
008/p008-key-6.gam,824,317,714,10,8,4,4,-326,-1126,-42,642,200,2,3,0,0,169,171,64,0,361913.668488997,9289.57208114599
008/p008-key-7.gam,779,327,844,4,6,5,3,1856,298,70,878,610,2,3,0,0,201,186,60,0,347901.936273372,6916.14439748696
008/p008-key-8.gam,794,172,712,4,10,5,2,421,-815,28,878,330,0,3,0,0,213,211,39,0,356711.418522823,6201.8018048766
008/p008-key-9.gam,837,133,803,4,6,4,2,1106,-78,-56,850,390,3,2,0,0,219,207,31,0,403668.657272305,7227.35243100222
009/p009-joy-1.gam,538,712,46,45,1,0,6,-2028,-1528,252,-792,40,2,0,16,4,7,49,49,0,122111.124169976,6060.16026519636
009/p009-joy-10.gam,564,252,443,55,4,0,4,-3538,-1273,-952,-1173,-140,2,0,19,3,9,39,31,0,202881.273312628,9368.93759069528
009/p009-joy-2.gam,272,193,34,56,1,0,3,-3770,-1419,-1148,-1273,70,3,0,23,3,4,20,18,0,37023.8425997774,2491.60324666777
009/p009-joy-3.gam,472,434,31,56,2,0,4,-3014,-1056,-896,-1222,160,3,0,17,3,4,51,34,0,235213.474517036,13077.8439417355
009/p009-joy-4.gam,446,605,91,47,7,0,7,-2694,-1548,-448,-808,110,2,0,15,6,15,46,34,0,347594.323851778,14861.6050212696
009/p009-joy-5.gam,208,382,56,62,2,0,4,-3378,-1034,-1120,-1444,220,1,0,24,4,8,23,23,0,199996.286672529,12238.7320168196
009/p009-joy-6.gam,308,493,41,52,4,0,4,-2486,-870,-364,-1092,-160,4,0,17,5,7,37,42,0,279514.146851047,14268.6579059696
009/p009-joy-7.gam,230,396,77,46,3,0,4,-2459,-1168,-336,-865,-90,3,0,18,3,8,35,38,0,250705.194292932,14122.3466907454
009/p009-joy-8.gam,196,413,43,27,0,1,6,-1675,-2112,546,-169,60,3,0,11,5,11,35,37,0,129371.592330773,8598.76211058618
009/p009-joy-9.gam,213,169,19,37,0,2,2,-712,-871,434,-615,340,2,0,18,3,4,36,28,0,0,0
009/p009-key-1.gam,491,478,48,41,1,0,6,-2360,-1758,0,-652,50,0,0,8,5,13,95,95,0,206339.372578533,12662.0146607604
009/p009-key-10.gam,189,642,52,44,5,0,11,-2965,-1986,-469,-750,240,3,0,14,5,11,41,71,0,314315.755360762,15571.0286058249
009/p009-key-2.gam,570,362,77,47,4,0,8,-3215,-1902,-308,-865,-140,0,0,6,1,23,99,75,0,218597.381818852,10881.1898412561
009/p009-key-3.gam,426,319,70,26,3,0,8,-1867,-2360,504,-101,90,1,0,7,3,19,95,79,0,157035.285920499,7269.16925095664
009/p009-key-4.gam,443,324,36,34,1,0,4,-1677,-1528,350,-499,0,1,0,10,3,12,94,82,0,81973.7182915467,6632.96520476322
009/p009-key-5.gam,332,297,41,33,3,0,4,-1254,-1184,336,-446,40,1,0,11,3,8,55,51,0,117759.919023734,7095.49006707613
009/p009-key-6.gam,261,301,24,41,0,0,3,-1591,-1014,154,-751,20,2,0,17,4,6,64,67,0,78065.4911385138,5256.09341473719
009/p009-key-7.gam,417,403,63,51,3,0,5,-2392,-1236,42,-1028,-170,2,0,16,6,10,82,71,0,272799.801891955,14711.3391074841
009/p009-key-8.gam,309,336,27,33,1,1,4,-614,-1230,1022,-456,50,0,0,12,4,7,75,64,0,138124.779933141,9275.36975296861
009/p009-key-9.gam,405,395,57,44,3,1,6,-2405,-1284,-210,-811,-100,1,0,11,3,13,73,55,0,191837.534144074,11796.787900168
011/p011-joy-1.gam,420,170,208,41,2,0,13,-4393,-3272,-392,-529,-200,0,0,6,2,16,46,13,0,169992.005820846,8297.99623731718
011/p011-joy-10.gam,577,99,642,42,2,0,5,-2972,-1436,-574,-692,-270,2,0,3,1,45,122,29,0,364692.900690928,16126.0897563874
011/p011-joy-2.gam,770,274,164,47,6,0,13,-4579,-3164,-490,-795,-130,1,0,6,3,15,60,24,0,254646.600149482,13369.2569226679
011/p011-joy-3.gam,674,323,245,65,4,0,5,-4159,-1516,-966,-1487,-190,2,0,12,2,13,74,37,1,347055.348382479,17013.7211806151
011/p011-joy-4.gam,692,135,491,56,6,0,9,-4128,-2402,-420,-1166,-140,0,0,8,2,32,51,21,3,308111.661014215,16435.0591587928
011/p011-joy-5.gam,738,56,503,39,2,0,8,-3369,-2298,-378,-583,-110,0,0,3,1,56,106,13,0,264650.791381582,16329.8230825176
011/p011-joy-6.gam,437,181,465,50,4,0,7,-3602,-1990,-588,-954,-70,0,0,5,3,42,79,24,0,293442.684715589,15957.3556959602
011/p011-joy-7.gam,373,102,224,36,3,0,8,-2440,-2325,140,-495,240,1,0,9,2,24,94,15,0,167326.502036542,10084.8276145648
011/p011-joy-8.gam,640,170,625,51,3,0,3,-3326,-1628,-616,-1052,-30,2,0,6,2,39,100,23,1,379423.327929664,16841.8467541265
011/p011-joy-9.gam,495,55,313,52,3,0,6,-4504,-3241,-140,-1083,-40,2,0,9,3,27,85,14,0,273218.418836947,15577.437589612
011/p011-key-1.gam,463,156,283,31,0,0,7,-2525,-1952,0,-293,-280,0,0,4,1,88,163,44,0,288734.252797103,16095.2760939805
011/p011-key-10.gam,60,11,84,51,0,0,4,-3597,-1402,-1050,-1085,-60,0,0,20,4,20,31,4,0,6175.13054380197,187.598138048463
011/p011-key-2.gam,375,165,363,44,3,0,4,-2447,-912,-616,-839,-80,1,0,4,3,74,126,30,0,388376.730639726,17123.7623291797
011/p011-key-3.gam,232,19,144,26,1,0,5,-785,-1240,770,-155,-160,1,0,5,2,58,103,7,0,216458.197422368,11127.6142020476
011/p011-key-4.gam,77,38,27,39,0,0,4,-3091,-1274,-896,-661,-260,1,0,14,4,17,49,14,0,0,0
011/p011-key-5.gam,36,18,63,53,0,0,4,-3531,-1160,-1092,-1159,-120,2,0,20,3,11,18,4,0,0,0
011/p011-key-6.gam,233,211,129,59,3,0,3,-3214,-808,-1022,-1344,-40,3,0,11,2,38,63,37,0,285183.709099542,14634.5936902408
011/p011-key-7.gam,345,135,534,48,4,0,6,-3316,-1424,-784,-948,-160,1,0,10,1,61,64,17,2,219073.541461703,11383.2468121566
011/p011-key-8.gam,290,146,240,44,4,0,5,-3430,-1840,-672,-808,-110,0,0,8,2,55,80,26,1,219229.101756853,11471.6024772772
011/p011-key-9.gam,333,222,555,48,6,0,5,-3212,-1234,-966,-922,-90,1,0,4,0,59,101,52,2,362593.021994803,14993.8439799422
012/p012-joy-1.gam,453,129,276,12,2,1,4,-730,-1800,602,318,150,3,0,0,0,78,108,33,0,401735.795106722,16017.0245568815
012/p012-joy-10.gam,460,55,217,1,0,5,2,3183,618,1022,1033,510,2,2,0,0,84,141,13,0,357948.437581077,7446.74382966388
012/p012-joy-2.gam,458,157,220,13,0,2,2,531,-896,812,265,350,0,0,0,0,63,97,38,0,381564.390265725,13780.277444787
012/p012-joy-3.gam,380,94,223,2,1,3,4,489,-1462,854,677,420,1,0,0,0,72,110,22,0,393210.854224082,12898.9338811862
012/p012-joy-4.gam,381,131,161,7,0,2,2,1453,-510,1064,539,360,0,0,1,0,64,108,31,0,390523.100858734,12924.6407363212
012/p012-joy-5.gam,451,120,160,5,0,3,4,618,-1539,1134,753,270,1,0,1,1,60,125,38,0,389996.373495452,8753.36390010941
012/p012-joy-6.gam,334,74,114,2,1,5,3,2294,-297,1176,905,510,2,0,0,0,52,102,19,0,361031.587275868,6641.5978255443
012/p012-joy-7.gam,420,49,182,0,0,4,2,2596,-70,1148,988,530,1,1,0,0,77,135,18,0,358880.423842432,7599.98439040788
